,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Director,topBilled,TopBilled2nd,TopBilled3rd,primaryRegion,topBilledGender,secondTopBilledGender,thirdTopBilledGender,directorGender,Action,Adventure,Comedy,Drama,SciFi,Horror,Romance,Thriller,Mystery,Crime,Animation,Fantasy,Documentary,Musical,Sport,Adult,Western,Family,topBilled_Male,topBilled_Female,topBilled_Unknown,secondBilled_Male,secondBilled_Female,secondBilled_Unknown,thirdBilled_Male,thirdBilled_Female,thirdBilled_Unknown,director_Male,director_Female,director_Unknown,US_Region,bechdelScore
5494,tt1669706,Valkaama,2010,93,Drama,4.7,10,Tim Baumann,Matylda Baczynska,Tim Baumann,Anna Fraczak,DE,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2
5495,tt1669794,Au cul du loup,2011,82,Drama,6.1,196,Pierre Duculot,Christelle Cornil,François Vincentelli,Jean-Jacques Rausin,SI,Female,Male,Unknown,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3
5496,tt1670345,Now You See Me,2013,115,"Crime,Mystery,Thriller",7.3,517107,Louis Leterrier,Jesse Eisenberg,Common,Mark Ruffalo,TW,Male,Unknown,Male,Male,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
5497,tt1671457,Familiar Grounds,2011,90,Drama,6.7,456,Stéphane Lafleur,Francis La Haye,Fanny Mallette,Michel Daigle,HR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5498,tt1671616,18 Meals,2010,101,"Comedy,Drama",6.5,445,Jorge Coira,Luis Tosar,Federico Pérez Rey,Víctor Fábregas,ES,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
5499,tt1672845,Tonight You're Mine,2011,80,"Comedy,Drama,Music",6.7,3985,David Mackenzie,Luke Treadaway,Natalia Tena,Rebecca Benson,GB,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5500,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,115,"Adventure,Drama,Fantasy",5.5,201112,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,BR,Female,Male,Male,Male,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
5501,tt1673697,The Sapphires,2012,103,"Biography,Comedy,Drama",7.1,11395,Wayne Blair,Chris O'Dowd,Deborah Mailman,Jessica Mauboy,AU,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5502,tt1673702,A Cat in Paris,2010,70,"Adventure,Animation,Comedy",7.0,9229,,Dominique Blanc,Bernadette Lafont,Bruno Salomone,UA,Unknown,Female,Male,Unknown,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3
5503,tt1674047,Birdemic 2: The Resurrection,2013,90,"Action,Comedy,Horror",1.7,3548,James Nguyen,Alan Bagh,Whitney Moore,Thomas Favaloro,RU,Male,Male,Male,Male,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
5504,tt1674057,All Together,2011,96,"Comedy,Drama",6.7,2498,Stéphane Robelin,Guy Bedos,Daniel Brühl,Geraldine Chaplin,FR,Male,Male,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
5505,tt1674692,French Immersion,2011,99,Comedy,5.1,239,Kevin Tierney,Olunike Adeliyi,Dorothée Berryman,Jean-Guy Bouchard,CA,Unknown,Female,Unknown,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3
5506,tt1674771,Entourage,2015,104,Comedy,6.6,67674,Doug Ellin,Adrian Grenier,Kevin Connolly,Jerry Ferrara,IL,Male,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
5507,tt1674773,Hannah Arendt,2012,113,"Biography,Drama",7.1,8620,Margarethe von Trotta,Barbara Sukowa,Axel Milberg,Janet McTeer,BR,Female,Male,Female,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
5508,tt1675192,Take Shelter,2011,121,"Drama,Thriller",7.4,77832,Jeff Nichols,Michael Shannon,Jessica Chastain,Shea Whigham,AR,Male,Female,Unknown,Male,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
5509,tt1675434,The Intouchables,2011,112,"Biography,Comedy,Drama",8.6,600995,,François Cluzet,Omar Sy,Anne Le Ny,AR,Male,Male,Female,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
5510,tt1675439,Lloyd the Conqueror,2011,95,Comedy,5.7,292,Michael Peterson,Brian Posehn,Mike Smith,Evan Williams,CA,Male,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
5511,tt1679276,The Pasta Detectives,2014,97,"Adventure,Comedy,Crime",7.0,327,Neele Leana Vollmar,Anton Petzold,Juri Winkler,Karoline Herfurth,XWW,Male,Male,Female,Female,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
5512,tt1679335,Trolls,2016,92,"Adventure,Animation,Comedy",6.5,54428,,Anna Kendrick,Justin Timberlake,Zooey Deschanel,HR,Female,Male,Unknown,Unknown,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3
5513,tt1680051,Alyce Kills,2011,90,"Horror,Thriller",5.5,2556,Jay Lee,Jade Dornfeld,Amara Zaragoza,James Duval,NO,Female,Female,Male,Male,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
5514,tt1682180,Stoker,2013,99,"Drama,Thriller",6.8,92583,Chan-wook Park,Mia Wasikowska,Nicole Kidman,Matthew Goode,TR,Female,Female,Male,Male,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
5515,tt1682246,Girl Walks Into a Bar,2011,80,"Comedy,Drama,Romance",5.7,4582,Sebastian Gutierrez,Gil Bellows,Xander Berkeley,Alexis Bledel,US,Male,Male,Male,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3
5516,tt1683526,Detachment,2011,98,Drama,7.7,64575,Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,GR,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5517,tt1683921,Sleepless Night,2011,103,"Action,Crime,Thriller",6.7,3996,Frédéric Jardin,Tomer Sisley,Serge Riaboukine,Julien Boisselier,TR,Male,Male,Male,Male,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5518,tt1684233,Welcome to the Punch,2013,99,"Action,Crime,Thriller",6.1,29290,Eran Creevy,James McAvoy,Mark Strong,Andrea Riseborough,GB,Male,Male,Female,Male,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
5519,tt1684628,Circumstance,2011,107,Drama,5.9,6742,Maryam Keshavarz,Sarah Kazemy,Nikohl Boosheri,Reza Sixo Safai,SE,Female,Unknown,Male,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3
5520,tt1686067,The Source,2011,135,"Comedy,Drama",7.3,3286,Radu Mihaileanu,Leïla Bekhti,Hafsia Herzi,Hiam Abbass,RU,Unknown,Unknown,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3
5521,tt1686313,Simple Simon,2010,85,"Comedy,Drama,Romance",7.1,7030,Andreas Öhman,Bill Skarsgård,Martin Wallström,Cecilia Forss,FI,Male,Male,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
5522,tt1686821,Vampire Academy,2014,104,"Action,Comedy,Fantasy",5.5,46261,Mark Waters,Zoey Deutch,Lucy Fry,Danila Kozlovsky,BR,Female,Female,Male,Male,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
5523,tt1687901,The Awakening,2011,102,"Horror,Thriller",6.5,56585,Nick Murphy,Rebecca Hall,Dominic West,Imelda Staunton,IT,Female,Male,Female,Male,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5524,tt1690953,Despicable Me 2,2013,98,"Adventure,Animation,Comedy",7.4,320818,,Steve Carell,Kristen Wiig,Benjamin Bratt,\N,Male,Female,Male,Unknown,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3
5525,tt1691323,Attenberg,2010,97,"Drama,Romance",6.2,4971,Athina Rachel Tsangari,Ariane Labed,Vangelis Mourikis,Evangelia Randou,\N,Female,Male,Female,Female,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
5526,tt1691916,Before I Fall,2017,98,"Drama,Mystery",6.4,28323,Ry Russo-Young,Zoey Deutch,Halston Sage,Cynthy Wu,CL,Female,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3
5527,tt1691917,Planes,2013,91,"Adventure,Animation,Comedy",5.8,37929,Klay Hall,Carlos Alazraqui,Dane Cook,Stacy Keach,US,Male,Male,Female,Unknown,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
5528,tt1692486,Carnage,2011,80,"Comedy,Drama",7.2,105503,Roman Polanski,Jodie Foster,Kate Winslet,Christoph Waltz,SI,Female,Female,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
5529,tt1692504,We Are the Night,2010,99,"Drama,Fantasy,Horror",6.3,6922,Dennis Gansel,Karoline Herfurth,Nina Hoss,Jennifer Ulrich,TR,Female,Female,Female,Male,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3
5530,tt1694020,The Guilt Trip,2012,95,"Comedy,Drama",5.8,32442,Anne Fletcher,Barbra Streisand,Seth Rogen,Julene Renee,CA,Female,Male,Female,Female,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
5531,tt1695405,The Loneliest Planet,2011,113,Thriller,5.5,3412,Julia Loktev,Gael García Bernal,Hani Furstenberg,Bidzina Gujabidze,\N,Male,Female,Male,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
5532,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81,"Comedy,Family",6.2,34201,Miguel Arteta,Steve Carell,Jennifer Garner,Ed Oxenbould,BR,Male,Female,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3
5533,tt1698648,Girl Most Likely,2012,103,Comedy,5.8,13357,,Kristen Wiig,Annette Bening,Matt Dillon,SI,Female,Female,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3
5534,tt1699185,Free Men,2011,99,"Drama,History,Romance",6.6,1171,Ismaël Ferroukhi,Tahar Rahim,Michael Lonsdale,Mahmud Shalaby,FR,Male,Male,Male,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5535,tt1699231,Quarantine 2: Terminal,2011,86,"Horror,Mystery,Sci-Fi",5.2,16378,John Pogue,Mercedes Mason,Josh Cooke,Mattie Liptak,ES,Female,Male,Female,Male,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5536,tt1699755,Peeples,2013,95,"Comedy,Romance",5.3,4276,Tina Gordon Chism,Craig Robinson,Kerry Washington,David Alan Grier,DE,Male,Female,Male,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3
5537,tt1700467,The Art of Love,2011,85,"Comedy,Romance",6.1,1375,Emmanuel Mouret,Emmanuel Mouret,Pascale Arbillot,Ariane Ascaride,XWW,Male,Female,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5538,tt1700808,Fast Girls,2012,91,"Drama,Sport",6.2,2790,Regan Hall,Lenora Crichlow,Phil Davis,Jamie Howard,\N,Female,Male,Female,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
5539,tt1700841,Sausage Party,2016,89,"Adventure,Animation,Comedy",6.2,140419,,Seth Rogen,Kristen Wiig,Jonah Hill,LV,Male,Female,Male,Unknown,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3
5540,tt1700844,The Deep Blue Sea,2011,98,"Drama,Romance",6.3,12860,Terence Davies,Rachel Weisz,Tom Hiddleston,Ann Mitchell,\N,Female,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5541,tt1700845,The Invisible Woman,2013,111,"Biography,Drama,History",6.1,8115,Ralph Fiennes,Ralph Fiennes,Felicity Jones,Kristin Scott Thomas,BR,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5542,tt1701210,Day of the Falcon,2011,130,"Action,Adventure,Drama",6.7,9976,Jean-Jacques Annaud,Tahar Rahim,Antonio Banderas,Mark Strong,US,Male,Male,Male,Unknown,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
5543,tt1701215,Future Weather,2012,100,Drama,6.2,437,Jenny Deller,Perla Haney-Jardine,Lili Taylor,Amy Madigan,RO,Female,Female,Female,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3
5544,tt1701990,Detention,2011,93,"Comedy,Horror,Sci-Fi",5.8,13544,Joseph Kahn,Josh Hutcherson,Shanley Caswell,Spencer Locke,ES,Male,Unknown,Male,Male,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3
5545,tt1702014,The Way He Looks,2014,96,"Drama,Romance",8.0,17434,Daniel Ribeiro,Ghilherme Lobo,Fabio Audi,Tess Amorim,HU,Unknown,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3
5546,tt1702439,Safe Haven,2013,115,"Drama,Romance,Thriller",6.7,89408,Lasse Hallström,Julianne Hough,Josh Duhamel,Cobie Smulders,BG,Female,Male,Female,Male,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5547,tt1703148,The Hunter,2011,102,"Adventure,Drama,Thriller",6.8,33246,Daniel Nettheim,Willem Dafoe,Sam Neill,Morgana Davies,PT,Male,Male,Female,Male,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
5548,tt1703199,Grave Encounters,2011,92,Horror,6.1,45022,,Ben Wilkinson,Sean Rogerson,Ashleigh Gryzko,IT,Male,Male,Female,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5549,tt1704573,Bernie,2011,99,"Biography,Comedy,Crime",6.8,51097,Richard Linklater,Jack Black,Shirley MacLaine,Matthew McConaughey,HU,Male,Female,Male,Male,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5550,tt1705134,State of Emergency,2011,90,"Horror,Sci-Fi,Thriller",5.3,2560,Turner Clay,Jay Hayden,Tori White,Scott Lilly,\N,Male,Female,Male,Male,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5551,tt1706593,Chronicle,2012,84,"Drama,Sci-Fi,Thriller",7.1,219557,Josh Trank,Dane DeHaan,Alex Russell,Michael B. Jordan,SI,Male,Male,Male,Male,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5552,tt1706598,Every Secret Thing,2014,93,"Crime,Drama,Mystery",6.1,5360,Amy Berg,Diane Lane,Elizabeth Banks,Dakota Fanning,MX,Female,Female,Male,Female,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3
5553,tt1706620,Snowpiercer,2013,126,"Action,Fantasy,Sci-Fi",7.0,214518,Joon-ho Bong,Chris Evans,Jamie Bell,Tilda Swinton,TW,Male,Female,Female,Male,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5554,tt1707386,Les Misérables,2012,158,"Drama,History,Musical",7.6,268020,Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway,HR,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
5555,tt1707392,Lovely Molly,2011,99,"Drama,Horror",5.3,8447,Eduardo Sánchez,Gretchen Lodge,Johnny Lewis,Alexandra Holden,RS,Female,Male,Female,Male,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5556,tt1710417,Lola Versus,2012,87,Comedy,5.4,7628,Daryl Wein,Greta Gerwig,Zoe Lister-Jones,Hamish Linklater,GR,Female,Female,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
5557,tt1711425,21 & Over,2013,93,Comedy,5.9,65737,,Miles Teller,Justin Chon,Jonathan Keltz,AR,Male,Male,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5558,tt1711525,Office Christmas Party,2016,105,Comedy,5.8,46718,,Jason Bateman,Olivia Munn,T.J. Miller,FR,Male,Female,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3
5559,tt1712261,Triple 9,2016,115,"Action,Crime,Drama",6.3,53998,John Hillcoat,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,GR,Unknown,Unknown,Male,Male,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,3
5560,tt1713476,The Bay,2012,84,"Horror,Sci-Fi,Thriller",5.6,21998,Barry Levinson,Will Rogers,Kristen Connolly,Kether Donohue,LT,Male,Female,Unknown,Male,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
5561,tt1714206,The Spectacular Now,2013,95,"Comedy,Drama,Romance",7.1,122811,James Ponsoldt,Miles Teller,Shailene Woodley,Kyle Chandler,ES,Male,Unknown,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2
5562,tt1714208,The Woman,2011,101,Horror,6.0,18884,Lucky McKee,Pollyanna McIntosh,Brandon Gerald Fuller,Lauren Ashley Carter,US,Unknown,Male,Female,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,3
5563,tt1714210,Weekend,2011,97,"Drama,Romance",7.7,23136,Andrew Haigh,Tom Cullen,Chris New,Jonathan Race,IL,Male,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5564,tt1714886,Post Mortem,2010,98,Drama,6.6,1726,Pablo Larraín,Alfredo Castro,Antonia Zegers,Jaime Vadell,RU,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5565,tt1714915,Only Lovers Left Alive,2013,123,"Comedy,Drama,Horror",7.3,73386,Jim Jarmusch,Tilda Swinton,Tom Hiddleston,Mia Wasikowska,EE,Female,Male,Female,Male,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
5566,tt1716767,The Last Keepers,2013,85,"Family,Fantasy",5.5,1545,Maggie Greenwald,Aidan Quinn,Virginia Madsen,Zosia Mamet,BR,Male,Female,Female,Female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,3
5567,tt1716772,The Inbetweeners Movie,2011,97,Comedy,6.8,69206,Ben Palmer,James Buckley,Blake Harrison,Joe Thomas,GR,Male,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5568,tt1716777,People Like Us,2012,114,"Comedy,Drama",7.1,37234,Alex Kurtzman,Chris Pine,Elizabeth Banks,Michelle Pfeiffer,CL,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
5569,tt1718807,Jamie and Jessie Are Not Together,2011,95,"Comedy,Musical,Romance",5.1,177,Wendy Jo Carlton,Jax Jackson,Jessica London-Shields,Fawzia Mirza,US,Unknown,Female,Female,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3
5570,tt1719071,Another Happy Day,2011,119,"Comedy,Drama",6.1,3582,Sam Levinson,Ellen Barkin,Ezra Miller,Ellen Burstyn,US,Female,Male,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3
5571,tt1720182,October Baby,2011,107,Drama,6.8,6614,,Rachel Hendrix,Jason Burkey,John Schneider,RU,Female,Male,Male,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3
5572,tt1720616,Friends with Kids,2011,107,"Comedy,Drama,Romance",6.2,38101,Jennifer Westfeldt,Jennifer Westfeldt,Adam Scott,Maya Rudolph,PT,Female,Male,Female,Female,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
5573,tt1721685,Pink Saris,2010,96,"Documentary,Drama",7.0,176,Kim Longinotto,Renu Devi,Sampat Pal Devi,Niranjan Pal,PL,Female,Unknown,Unknown,Female,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3
5574,tt1723115,The Place in Between,2010,82,Drama,6.4,28,Sarah Bouyain,Dorylia Calmel,Assita Ouedraogo,Blandine Yaméogo,FR,Unknown,Unknown,Female,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3
5575,tt1723120,Viva Riva!,2010,98,"Crime,Drama,Thriller",6.2,1022,Djo Munga,Patsha Bay,Manie Malone,Diplome Amekindra,CD,Unknown,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3
5576,tt1723121,We're the Millers,2013,110,"Comedy,Crime",7.0,349179,Rawson Marshall Thurber,Jason Sudeikis,Jennifer Aniston,Emma Roberts,AR,Male,Female,Female,Unknown,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3
5577,tt1723811,Shame,2011,101,Drama,7.2,161926,Steve McQueen,Michael Fassbender,Carey Mulligan,James Badge Dale,\N,Male,Unknown,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
5578,tt1724965,Innocence,2013,96,"Adventure,Fantasy,Horror",4.5,912,Hilary Brougher,Sophie Lane Curtis,Kelly Reilly,Graham Phillips,US,Female,Female,Male,Female,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3
5579,tt1726589,L!fe Happens,2011,100,Comedy,5.6,6722,Kat Coiro,Krysten Ritter,Kate Bosworth,Rachel Bilson,US,Female,Female,Female,Female,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3
5580,tt1726592,Before I Go to Sleep,2014,92,"Drama,Mystery,Thriller",6.3,58369,Rowan Joffe,Nicole Kidman,Colin Firth,Mark Strong,PT,Female,Male,Male,Male,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
5581,tt1726669,Killer Joe,2011,102,"Crime,Drama,Thriller",6.7,64335,William Friedkin,Matthew McConaughey,Emile Hirsch,Juno Temple,ES,Male,Male,Female,Male,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
